         0 ,    0.00000E+00 ,    0.00000E+00 ,    0.00000E+00 ,    0.00000E+00 , 
         0 ,    0.10000E-01 ,   -0.47146E-01 ,   -0.22154E-02 ,    0.20869E+02 , 
         0 ,    0.20000E-01 ,   -0.94106E-01 ,   -0.38063E-02 ,    0.41935E+02 , 
         0 ,    0.30000E-01 ,   -0.14069E+00 ,   -0.53865E-02 ,    0.62685E+02 , 
         0 ,    0.40000E-01 ,   -0.18672E+00 ,   -0.69664E-02 ,    0.83166E+02 , 
         0 ,    0.50000E-01 ,   -0.23202E+00 ,   -0.85371E-02 ,    0.10331E+03 , 
         0 ,    0.60000E-01 ,   -0.27639E+00 ,   -0.10092E-01 ,    0.12305E+03 , 
         0 ,    0.70000E-01 ,   -0.31967E+00 ,   -0.11625E-01 ,    0.14229E+03 , 
         0 ,    0.80000E-01 ,   -0.36169E+00 ,   -0.13129E-01 ,    0.16097E+03 , 
         0 ,    0.90000E-01 ,   -0.40228E+00 ,   -0.14598E-01 ,    0.17901E+03 , 
         0 ,    0.10000E+00 ,   -0.44127E+00 ,   -0.16026E-01 ,    0.19634E+03 , 
         0 ,    0.11000E+00 ,   -0.47852E+00 ,   -0.17408E-01 ,    0.21290E+03 , 
         0 ,    0.12000E+00 ,   -0.51388E+00 ,   -0.18737E-01 ,    0.22860E+03 , 
         0 ,    0.13000E+00 ,   -0.54720E+00 ,   -0.20008E-01 ,    0.24340E+03 , 
         0 ,    0.14000E+00 ,   -0.57836E+00 ,   -0.21216E-01 ,    0.25724E+03 , 
         0 ,    0.15000E+00 ,   -0.60723E+00 ,   -0.22355E-01 ,    0.27005E+03 , 
         0 ,    0.16000E+00 ,   -0.63370E+00 ,   -0.23422E-01 ,    0.28180E+03 , 
         0 ,    0.17000E+00 ,   -0.65767E+00 ,   -0.24411E-01 ,    0.29242E+03 , 
         0 ,    0.18000E+00 ,   -0.67903E+00 ,   -0.25318E-01 ,    0.30189E+03 , 
         0 ,    0.19000E+00 ,   -0.69770E+00 ,   -0.26140E-01 ,    0.31016E+03 , 
         0 ,    0.20000E+00 ,   -0.71362E+00 ,   -0.26873E-01 ,    0.31720E+03 , 
         0 ,    0.21000E+00 ,   -0.72672E+00 ,   -0.27514E-01 ,    0.32298E+03 , 
         0 ,    0.22000E+00 ,   -0.73693E+00 ,   -0.28060E-01 ,    0.32748E+03 , 
         0 ,    0.23000E+00 ,   -0.74424E+00 ,   -0.28508E-01 ,    0.33069E+03 , 
         0 ,    0.24000E+00 ,   -0.74860E+00 ,   -0.28858E-01 ,    0.33258E+03 , 
